,time,steth_pool,eth_pool,price_to_eth
0,2021-01-05T00:00:00+00:00,5816.77803039849,5602.500331868219,-0.8546333838646981
1,2021-01-06T00:00:00+00:00,6388.830349296296,5835.94507975866,-1.3166729736705045
2,2021-01-07T00:00:00+00:00,6316.474453024365,6287.591382149544,-0.8574357691690725
3,2021-01-08T00:00:00+00:00,6435.216460113304,6007.300069536919,-0.6893308350790176
4,2021-01-09T00:00:00+00:00,8011.327783125029,8111.001328356746,-0.15879720724350463
5,2021-01-10T00:00:00+00:00,13354.278167129232,13099.79826359679,-0.12766476132020382
6,2021-01-11T00:00:00+00:00,13640.66855650158,13856.025398461667,-0.2716094112330991
7,2021-01-12T00:00:00+00:00,16047.968507574738,15954.981468290855,-0.0931751145058335
8,2021-01-13T00:00:00+00:00,37195.75762390276,37410.182720454475,0.28077274998148616
9,2021-01-14T00:00:00+00:00,53127.135760305726,53441.35974312572,0.46390622328266456
10,2021-01-15T00:00:00+00:00,57817.671366280265,57936.36780198108,0.09905614500207857
11,2021-01-16T00:00:00+00:00,60363.14857375628,57015.610341178224,-0.22850266415311535
12,2021-01-17T00:00:00+00:00,59651.91378181059,53266.920613589115,-2.024840678647388
13,2021-01-18T00:00:00+00:00,55197.26419849193,48450.77982480412,-2.2211428370077386
14,2021-01-19T00:00:00+00:00,59885.49913251921,60220.2998788895,-0.4459904987985232
15,2021-01-20T00:00:00+00:00,62541.57840263959,60985.3134771194,0.26249905216348113
16,2021-01-21T00:00:00+00:00,62824.89026564041,62306.843513149186,-0.06132192763202269
17,2021-01-22T00:00:00+00:00,64051.60206064189,64055.72886660396,-0.3385879107781037
18,2021-01-23T00:00:00+00:00,78261.97042287319,77410.19014484796,0.11061173320600735
19,2021-01-24T00:00:00+00:00,72169.33594098157,67633.5612012063,-1.4844841238246735
20,2021-01-25T00:00:00+00:00,74325.99100346504,72561.4981925818,-0.7842264902900565
21,2021-01-26T00:00:00+00:00,82114.35813328683,81099.18254659894,0.20044439941139353
22,2021-01-27T00:00:00+00:00,84582.37993529209,84822.31482669845,0.05340218979070205
23,2021-01-28T00:00:00+00:00,88348.7625840538,87830.29445995197,0.003866259417774407
24,2021-01-29T00:00:00+00:00,86257.77064576933,86067.40262236817,-0.9338798030634075
25,2021-01-30T00:00:00+00:00,85422.18913428723,79919.11788835964,-0.9618823536556633
26,2021-01-31T00:00:00+00:00,85345.44979893921,83958.04167941603,-1.3024617764403295
27,2021-02-01T00:00:00+00:00,88283.3412579541,88597.07668670802,-0.1383667978250865
28,2021-02-02T00:00:00+00:00,95904.24060827034,96203.54988274365,0.10774024583027426
29,2021-02-03T00:00:00+00:00,104818.95436587142,104107.1581012373,-0.007396557813566554
30,2021-02-04T00:00:00+00:00,105817.93244907452,105758.13360693851,-0.1051543903814925
31,2021-02-05T00:00:00+00:00,107406.184223999,107619.60026737544,0.042728502163886024
32,2021-02-06T00:00:00+00:00,110046.56124073893,109974.26282346998,0.06304093292369894
33,2021-02-07T00:00:00+00:00,114128.5392145032,114805.21191175884,0.24283364949360856
34,2021-02-08T00:00:00+00:00,115762.29568096998,115913.13308466802,0.017968806628695863
35,2021-02-09T00:00:00+00:00,121873.29832871915,122120.3242305772,-0.10877826281653176
36,2021-02-10T00:00:00+00:00,117414.84122847188,112633.16726149236,-1.1356839639771767
37,2021-02-11T00:00:00+00:00,117304.83983852608,113611.98223843472,-0.6811926566430333
38,2021-02-12T00:00:00+00:00,117166.54387323427,115794.56154824933,-0.5225423451044162
39,2021-02-13T00:00:00+00:00,119833.9679806498,119181.21761906767,-0.09029916480296676
40,2021-02-14T00:00:00+00:00,121119.95021414237,120184.73801885244,-0.16190976300932408
41,2021-02-15T00:00:00+00:00,121346.99930631187,120016.71339258504,-0.2468675113574316
42,2021-02-16T00:00:00+00:00,121020.43583549565,119216.65608900395,-0.44994075375136133
43,2021-02-17T00:00:00+00:00,121596.70855360545,118014.21587255198,-0.3112507840109329
44,2021-02-18T00:00:00+00:00,135062.76921283215,133196.6680036038,-0.08027400560338972
45,2021-02-19T00:00:00+00:00,135104.3081327183,131375.16879590385,-0.36190023290341583
46,2021-02-20T00:00:00+00:00,134110.0407292808,127775.7764526129,-0.6373150773456967
47,2021-02-21T00:00:00+00:00,134549.33188175026,126269.93283196556,-0.789308364133518
48,2021-02-22T00:00:00+00:00,134724.6393909345,127890.16403689924,-1.1336633013681865
49,2021-02-23T00:00:00+00:00,131174.33891524177,119133.17488231523,-0.9932054152881761
50,2021-02-24T00:00:00+00:00,129533.98442276931,116083.73878489497,-1.0266214442931447
51,2021-02-25T00:00:00+00:00,129524.02163625928,114438.19447615618,-1.2168193740282012
52,2021-02-26T00:00:00+00:00,125855.69610825916,111548.98862212955,-1.120127121150252
53,2021-02-27T00:00:00+00:00,128693.24524309643,99421.54683433271,-2.2187900843491017
54,2021-02-28T00:00:00+00:00,128790.32998095358,102130.42322095153,-2.150931574794422
55,2021-03-01T00:00:00+00:00,128445.22605664439,102374.58673792667,-2.179019543151451
56,2021-03-02T00:00:00+00:00,128217.75351060752,99375.51788702082,-2.2291180620854587
57,2021-03-03T00:00:00+00:00,129483.96316140126,98046.55610428043,-2.5733039532653077
58,2021-03-04T00:00:00+00:00,128765.42734269646,90611.34070120107,-3.143181568485831
59,2021-03-05T00:00:00+00:00,123834.31894726556,85587.11165318052,-3.537862389331991
60,2021-03-06T00:00:00+00:00,122410.09039908393,84513.09546220045,-3.475897089956104
61,2021-03-07T00:00:00+00:00,122902.9371846834,78948.86617087731,-4.01692399866508
62,2021-03-08T00:00:00+00:00,108026.4127000265,81160.5039333135,-3.0396746508136316
63,2021-03-09T00:00:00+00:00,108082.47922800653,81539.06578937004,-2.701420190909779
64,2021-03-10T00:00:00+00:00,108110.06292518385,77200.0764331688,-2.748312757676082
65,2021-03-11T00:00:00+00:00,109404.48169244545,81288.23136927123,-3.0639461900465106
66,2021-03-12T00:00:00+00:00,109566.34907801556,83276.13225837323,-2.535069375173775
67,2021-03-13T00:00:00+00:00,109654.76474264986,86222.68923823682,-2.30449228703199
68,2021-03-14T00:00:00+00:00,110435.65063009512,85602.16986283753,-2.481261459924453
69,2021-03-15T00:00:00+00:00,111843.31222164727,87357.12210689762,-2.347876768177261
70,2021-03-16T00:00:00+00:00,111873.37174721436,87683.87343805001,-2.3641395847789335
71,2021-03-17T00:00:00+00:00,113748.73530763549,86737.24938688264,-2.559535922792553
72,2021-03-18T00:00:00+00:00,113841.31800317673,86403.99391734021,-2.6475067434869857
73,2021-03-19T00:00:00+00:00,113723.65066993887,86606.75658516004,-2.6716370864135484
74,2021-03-20T00:00:00+00:00,113972.54934500445,88050.10424484126,-2.531001194335261
75,2021-03-21T00:00:00+00:00,113436.30409727151,87341.4918794257,-2.342008443926836
76,2021-03-22T00:00:00+00:00,113326.71369245739,77413.42291229175,-3.3261719643518055
77,2021-03-23T00:00:00+00:00,113258.2923639692,78698.94255333839,-3.60967388561292
78,2021-03-24T00:00:00+00:00,111540.01548471776,75983.48957850641,-4.235958027369934
79,2021-03-25T00:00:00+00:00,110935.80543728512,77549.94643325704,-3.5889492247347214
80,2021-03-26T00:00:00+00:00,111092.16121381917,81802.4168813724,-3.301253909621031
81,2021-03-27T00:00:00+00:00,110927.1967469915,81693.56210984259,-2.8982667683244125
82,2021-03-28T00:00:00+00:00,112505.54504452502,86516.84006984647,-2.974285808333424
83,2021-03-29T00:00:00+00:00,113007.70916115028,93150.03496320499,-2.3890228565210565
84,2021-03-30T00:00:00+00:00,114445.88528891887,92471.20073901779,-1.9207148570858361
85,2021-03-31T00:00:00+00:00,114683.24077739828,96854.94613295513,-1.802049368498277
86,2021-04-01T00:00:00+00:00,116946.32686531042,101378.63878014791,-1.4899249886619712
87,2021-04-02T00:00:00+00:00,117354.07745530608,99321.91861506125,-1.6392760074375476
88,2021-04-03T00:00:00+00:00,117416.8078046959,104296.24649151592,-1.3330057664417594
89,2021-04-04T00:00:00+00:00,117888.65038157297,108623.96149556545,-1.0843125022624478
90,2021-04-05T00:00:00+00:00,120698.91787022122,117689.16729463471,0.11043458841805842
91,2021-04-06T00:00:00+00:00,121245.02410851029,117821.347079873,-0.3704132883451245
92,2021-04-07T00:00:00+00:00,133284.46953946332,119669.29385040754,-0.5059793064037665
93,2021-04-08T00:00:00+00:00,133370.48652526387,120922.113598455,-0.9884606143436181
94,2021-04-09T00:00:00+00:00,133463.0415039151,130775.21022058875,-0.6483187603209819
95,2021-04-10T00:00:00+00:00,155770.10024821697,148260.0504241934,0.6337559636107785
96,2021-04-11T00:00:00+00:00,156105.62212316442,148718.03845292956,-0.5243745247477375
97,2021-04-12T00:00:00+00:00,172534.97140878308,174198.0790465208,0.6946177105155438
98,2021-04-13T00:00:00+00:00,178326.11961105157,177187.75248443402,0.16683777864418914
99,2021-04-14T00:00:00+00:00,178556.2667647215,173410.67940907722,-0.34593151230705455
100,2021-04-15T00:00:00+00:00,178649.1331745985,162528.20380723182,-0.742503947999874
101,2021-04-16T00:00:00+00:00,178674.14388040916,161147.14320719594,-0.963782359653981
102,2021-04-17T00:00:00+00:00,178694.94749378812,161337.20244990074,-1.0136824818850663
103,2021-04-18T00:00:00+00:00,178807.79981408225,163535.338561822,-0.933661461327101
104,2021-04-19T00:00:00+00:00,178839.47909827452,163221.22695337684,-0.9058318988265567
105,2021-04-20T00:00:00+00:00,178649.2034108593,160992.93101776775,-1.0257265600235443
106,2021-04-21T00:00:00+00:00,179280.13219549003,176807.2497337979,-0.9266650380572571
107,2021-04-22T00:00:00+00:00,180171.31377491332,169043.89677040672,-0.6616364137760943
108,2021-04-23T00:00:00+00:00,180263.08137408242,161647.19899689782,-1.0752506759328433
109,2021-04-24T00:00:00+00:00,180329.3906466894,161933.75191685604,-1.0683073989410992
110,2021-04-25T00:00:00+00:00,180169.84721024934,163727.75403317783,-0.9634315935114205
111,2021-04-26T00:00:00+00:00,180279.53426426658,161793.2038393924,-0.9701331175323428
112,2021-04-27T00:00:00+00:00,180295.91618680852,161063.68875738373,-1.0990827439474262
113,2021-04-28T00:00:00+00:00,182398.12839239824,161630.2081566423,-1.1560248108036821
114,2021-04-29T00:00:00+00:00,182790.98108921744,171010.2920406896,-0.9113539638666943
115,2021-04-30T00:00:00+00:00,182564.14054645214,180465.45432686078,-0.4338371322848938
116,2021-05-01T00:00:00+00:00,183023.49120305566,182388.5646065376,-0.20861072655719504
117,2021-05-02T00:00:00+00:00,183323.244488563,173515.290935228,-0.2749824852727988
118,2021-05-03T00:00:00+00:00,183485.19283331456,177541.941893406,-0.36156458533989627
119,2021-05-04T00:00:00+00:00,184138.5514679371,180588.7805388933,-0.3729398954878724
120,2021-05-05T00:00:00+00:00,196237.600049045,199957.80672836438,-0.031421283068544185
121,2021-05-06T00:00:00+00:00,198042.43398324144,201550.7483283629,0.02104252670203233
122,2021-05-07T00:00:00+00:00,252386.2661225044,255713.12976526908,0.46863829574963217
123,2021-05-08T00:00:00+00:00,270322.53145252547,274204.9870088234,0.022710577297932442
124,2021-05-09T00:00:00+00:00,276117.29373809154,276948.2831339414,-0.06634612686457962
125,2021-05-10T00:00:00+00:00,277539.11284106603,275045.0967649183,-0.026115245157555072
126,2021-05-11T00:00:00+00:00,277615.7366871449,276003.6273962212,-0.23495786617030812
127,2021-05-12T00:00:00+00:00,263588.2168527917,265540.7796099684,-0.07903352483001667
128,2021-05-13T00:00:00+00:00,279223.72338222346,282623.50094164757,-0.19470934051759164
129,2021-05-14T00:00:00+00:00,280800.2352954023,286123.8775443845,-0.01470929792329953
130,2021-05-15T00:00:00+00:00,282080.2380560993,287054.0217773715,0.045418377066755916
131,2021-05-16T00:00:00+00:00,282830.7450915001,278043.4605458333,-0.05390917536492724
132,2021-05-17T00:00:00+00:00,284016.110638075,283742.9251458911,-0.01946982895000837
133,2021-05-18T00:00:00+00:00,286380.3696767692,285540.8480817268,-0.04699299615958709
134,2021-05-19T00:00:00+00:00,286614.5631559345,266250.60704500414,-0.18499765669836554
135,2021-05-20T00:00:00+00:00,287136.6509848718,269438.86248566874,-0.1855041054044952
136,2021-05-21T00:00:00+00:00,288207.100383444,284480.0141077711,-0.15893542462516275
137,2021-05-22T00:00:00+00:00,339220.6632445292,333137.2230540321,-0.04667795208155464
138,2021-05-23T00:00:00+00:00,339306.9575073224,261506.00394006894,-0.1610455713379398
139,2021-05-24T00:00:00+00:00,339287.8028337997,266034.3888372734,-0.5184159478840513
140,2021-05-25T00:00:00+00:00,340921.1467979709,273789.1496738082,-0.46681930098225594
141,2021-05-26T00:00:00+00:00,341427.90769352176,299834.8759498838,-0.38220275329254194
142,2021-05-27T00:00:00+00:00,341673.1102375657,301572.9379381624,-0.27471193079957473
143,2021-05-28T00:00:00+00:00,335831.2380868146,295452.81688563473,-0.2828283757658897
144,2021-05-29T00:00:00+00:00,342803.8956138379,287331.3411195402,-0.35564250738339354
145,2021-05-30T00:00:00+00:00,342964.9986916218,288070.01645323634,-0.3502243654684465
146,2021-05-31T00:00:00+00:00,343450.1068767119,316815.05575209355,-0.20553903010632563
147,2021-06-01T00:00:00+00:00,344736.6485985244,316899.08839837555,-0.13476148789942702
148,2021-06-02T00:00:00+00:00,344108.4662752127,325404.04584034486,-0.14888970400274373
149,2021-06-03T00:00:00+00:00,345098.5754795292,328753.7119640262,-0.10117915480239557
150,2021-06-04T00:00:00+00:00,345190.8034567691,330800.52332963,-0.09232954993259461
151,2021-06-05T00:00:00+00:00,345542.6497572422,332250.6176432102,-0.12090362898835913
152,2021-06-06T00:00:00+00:00,345178.0583508461,336462.93240088463,-0.060211224219229836
153,2021-06-07T00:00:00+00:00,345823.17557760805,344432.1877735475,-0.04741842603270947
154,2021-06-08T00:00:00+00:00,346917.70565735083,344810.0510626851,-0.03975407915226808
155,2021-06-09T00:00:00+00:00,351327.0833958718,363212.43679981836,0.007121331417839725
156,2021-06-10T00:00:00+00:00,353914.5653047702,362850.74434430106,0.027949990199713337
157,2021-06-11T00:00:00+00:00,366748.177236841,376916.50403665984,-1.5608851898426e-05
158,2021-06-12T00:00:00+00:00,374306.0692777951,380539.7955702624,0.017242819986158432
159,2021-06-13T00:00:00+00:00,374987.9972563824,381601.17736569233,-0.022539733270877955
160,2021-06-14T00:00:00+00:00,378276.3769484442,381423.26308901445,-0.04202252042091322
161,2021-06-15T00:00:00+00:00,378139.6839889202,355761.18214320263,-0.05928613760248153
162,2021-06-16T00:00:00+00:00,393300.79631652683,381694.88242412655,-0.07344162080302973
163,2021-06-17T00:00:00+00:00,388006.0232146256,375889.229656269,-0.09239735403476593
164,2021-06-18T00:00:00+00:00,388603.0970249875,391385.2313908839,-0.06419152388654628
165,2021-06-19T00:00:00+00:00,389639.29845756426,398806.88070115156,-0.024330738222829718
166,2021-06-20T00:00:00+00:00,392711.4183583174,396322.31926770404,-0.03648823251114633
167,2021-06-21T00:00:00+00:00,393756.5962272589,396145.1114834702,-0.047173970711426566
168,2021-06-22T00:00:00+00:00,403276.42952814087,378330.04872505483,-0.13547816856065967
169,2021-06-23T00:00:00+00:00,402418.64901302324,390109.1761273597,-0.09363499823373987
170,2021-06-24T00:00:00+00:00,401486.3921585411,401219.335761859,-0.00698808966539994
171,2021-06-25T00:00:00+00:00,402594.254234177,399836.8621791719,-0.04847164966775582
172,2021-06-26T00:00:00+00:00,403224.7254603128,400652.46932061925,-0.08118294286170956
173,2021-06-27T00:00:00+00:00,402168.30818885675,382827.29125836684,-0.059382017040159454
174,2021-06-28T00:00:00+00:00,400656.0346980294,400415.9811308008,-0.1728192346878642
175,2021-06-29T00:00:00+00:00,414049.4543687851,413137.19486634934,-0.056053702466404946
176,2021-06-30T00:00:00+00:00,414313.8580703978,424754.3973424555,-0.04378633621068911
177,2021-07-01T00:00:00+00:00,439557.10773030936,449879.21862155193,0.09063376824645143
178,2021-07-02T00:00:00+00:00,440722.97702948673,454406.1220036917,-0.011174158668460166
179,2021-07-03T00:00:00+00:00,443490.176340503,455643.5648257995,0.001597008387660855
180,2021-07-04T00:00:00+00:00,442690.50784492947,455573.0679288699,0.007765069053041119
181,2021-07-05T00:00:00+00:00,443496.7389973581,454493.3965262573,-0.012030066619587458
182,2021-07-06T00:00:00+00:00,443625.1497479068,454469.36423609423,0.009849746281738984
183,2021-07-07T00:00:00+00:00,443875.7577351542,449119.70234364714,-0.02959312793493801
184,2021-07-08T00:00:00+00:00,449504.88478485675,448298.6152630561,-0.06179266132573475
185,2021-07-09T00:00:00+00:00,455436.2846256913,448782.7959910021,-0.07171612432969932
186,2021-07-10T00:00:00+00:00,456204.4088169691,448995.1171765,-0.0791121559708152
187,2021-07-11T00:00:00+00:00,464324.8588754592,442247.5296467353,-0.12677603470721918
188,2021-07-12T00:00:00+00:00,464874.9217239257,448920.24102246953,-0.11915323507275931
189,2021-07-13T00:00:00+00:00,465125.27733759466,448632.089841741,-0.09103909750680615
190,2021-07-14T00:00:00+00:00,466469.6210906089,450295.06644902984,-0.12839017489763518
191,2021-07-15T00:00:00+00:00,467665.8486579114,449850.5325858013,-0.1060646607065392
192,2021-07-16T00:00:00+00:00,469550.9536960649,458586.2896995107,-0.06440030992601456
193,2021-07-17T00:00:00+00:00,469954.9980549262,458342.39583533834,-0.08985880073914632
194,2021-07-18T00:00:00+00:00,470009.99603638134,458290.84344919975,-0.08299114186215392
195,2021-07-19T00:00:00+00:00,472948.8918261074,457797.5657288704,-0.10408827348103901
196,2021-07-20T00:00:00+00:00,480878.623808699,476110.14973938995,-0.1648267602738672
197,2021-07-21T00:00:00+00:00,487916.9882978085,468641.5954105838,-0.11061376240706794
198,2021-07-22T00:00:00+00:00,489927.25016827346,477466.6905946497,-0.12509152292495218
199,2021-07-23T00:00:00+00:00,489667.02774520067,479310.72411137255,-0.05926401253902631
200,2021-07-24T00:00:00+00:00,487929.8343573915,483781.931177591,-0.03559890086763149
201,2021-07-25T00:00:00+00:00,488109.9650467951,486460.1741840749,-0.05643945623299482
202,2021-07-26T00:00:00+00:00,487434.3937517396,489562.5255654133,-0.004398037916464269
203,2021-07-27T00:00:00+00:00,500638.71843882074,490794.2890895444,-0.06540323517644953
204,2021-07-28T00:00:00+00:00,501017.279083775,495875.8120855123,-0.06649533358950432
205,2021-07-29T00:00:00+00:00,501470.7838585095,502523.8841307353,-0.059952902855950334
206,2021-07-30T00:00:00+00:00,501857.08765127574,503902.6914481039,-0.055587375397806976
207,2021-07-31T00:00:00+00:00,505083.2506373509,493837.1278648386,-0.08491052608006758
208,2021-08-01T00:00:00+00:00,507627.58180334955,500898.98280170694,-0.09228413840734534
209,2021-08-02T00:00:00+00:00,509125.0761882192,503034.7120924859,-0.060681158432085054
210,2021-08-03T00:00:00+00:00,533165.0207908794,440654.0796875428,-0.18144123802370943
211,2021-08-04T00:00:00+00:00,534600.5120711521,442953.53366946604,-0.4109002699899762
212,2021-08-05T00:00:00+00:00,496311.3686563467,423940.22041959205,-0.3544988610230673
213,2021-08-06T00:00:00+00:00,506440.4535528304,428858.3698311429,-0.30836053695916266
214,2021-08-07T00:00:00+00:00,497661.4965995489,449303.02234826237,-0.26629109845249954
215,2021-08-08T00:00:00+00:00,497291.15029918635,455762.9210812145,-0.1965174132430435
216,2021-08-09T00:00:00+00:00,498489.9903139864,460189.1114163047,-0.22293082740047598
217,2021-08-10T00:00:00+00:00,499913.0226546504,466530.42056535813,-0.16278252108615984
218,2021-08-11T00:00:00+00:00,496771.9239444163,472267.6314079673,-0.11926294488141884
219,2021-08-12T00:00:00+00:00,498310.8655526992,491543.4712096709,-0.07396787504522123
220,2021-08-13T00:00:00+00:00,524629.0912198045,515199.14369766996,-0.0693315139069503
221,2021-08-14T00:00:00+00:00,524526.809026076,524292.7768071298,-0.028410100574159155
222,2021-08-15T00:00:00+00:00,525614.9358189503,526203.4847537272,-0.057810171924011174
223,2021-08-16T00:00:00+00:00,517864.1793165739,520129.59055409394,-0.02681878786619247
224,2021-08-17T00:00:00+00:00,518550.2899121863,515306.2038434075,-0.06718181851676416
225,2021-08-18T00:00:00+00:00,515707.0218788389,504312.87557368726,-0.04231140347369946
226,2021-08-19T00:00:00+00:00,538811.5259437156,526667.8140939487,-0.07228955781416996
227,2021-08-20T00:00:00+00:00,541883.5087278697,556870.8805336134,-0.04713486777061721
228,2021-08-21T00:00:00+00:00,549369.4456901642,568665.324462498,0.032245836399859576
229,2021-08-22T00:00:00+00:00,557341.1217675894,569986.845058447,-0.014424503478208358
230,2021-08-23T00:00:00+00:00,583543.010549457,580249.2068632459,-0.06768336262397384
231,2021-08-24T00:00:00+00:00,589949.0640597185,580332.1064892142,-0.0959136109697078
232,2021-08-25T00:00:00+00:00,600017.8249232592,571212.5929317294,-0.13230574921319627
233,2021-08-26T00:00:00+00:00,599123.6125593788,567609.5388052646,-0.17025125205788802
234,2021-08-27T00:00:00+00:00,629680.6249816823,570818.6962189785,-0.28664011626793245
235,2021-08-28T00:00:00+00:00,696595.1704843028,571814.7000458098,-0.3010784480435032
236,2021-08-29T00:00:00+00:00,701975.2880023904,571150.1059917717,-0.4433453772976758
237,2021-08-30T00:00:00+00:00,689733.097401276,578070.2692299018,-0.35841377229971
238,2021-08-31T00:00:00+00:00,700754.366190906,583050.1911351648,-0.4075850413159221
239,2021-09-01T00:00:00+00:00,708294.7663697448,568979.9159237641,-0.4740058257724626
240,2021-09-02T00:00:00+00:00,711290.9894212807,576681.870602937,-0.47516391019621745
241,2021-09-03T00:00:00+00:00,712870.5956275145,578764.6874950085,-0.4739316410913298
242,2021-09-04T00:00:00+00:00,713127.5680417656,578816.3001467488,-0.44747226344966434
243,2021-09-05T00:00:00+00:00,713401.3718876443,580681.9246748302,-0.4550310801248412
244,2021-09-06T00:00:00+00:00,715282.6202430711,551747.4173836865,-0.558825515446065
245,2021-09-07T00:00:00+00:00,716867.763281101,525747.7244108059,-0.6749906705991078
246,2021-09-08T00:00:00+00:00,728409.2255019007,528935.9271665339,-0.7077246324362095
247,2021-09-09T00:00:00+00:00,714054.0177007198,395588.0223895264,-1.22988448178709
248,2021-09-10T00:00:00+00:00,714812.9272319337,379194.3759085418,-1.4375736260703142
249,2021-09-11T00:00:00+00:00,725801.5868912886,331527.82054413634,-1.7552976504973274
250,2021-09-12T00:00:00+00:00,723930.3455073237,381632.9182751775,-1.8307308792818462
251,2021-09-13T00:00:00+00:00,716119.3389106309,379115.69274814025,-1.4934770128639703
252,2021-09-14T00:00:00+00:00,712212.764550932,381218.59959284903,-1.481368534503785
253,2021-09-15T00:00:00+00:00,715213.9581615821,463782.36810928554,-1.1177704280855838
254,2021-09-16T00:00:00+00:00,707279.9360540205,482874.83548043965,-0.8749976886012215
255,2021-09-17T00:00:00+00:00,710831.6998073672,483212.96602789767,-0.8559011784375655
256,2021-09-18T00:00:00+00:00,713095.784167887,483494.5053432642,-0.8546480428162084
257,2021-09-19T00:00:00+00:00,713497.8790190824,484602.8134141593,-0.8544338725378956
258,2021-09-20T00:00:00+00:00,707342.144753647,490937.1045370839,-0.7782897413339261
259,2021-09-21T00:00:00+00:00,708914.2418345584,491475.43152053177,-0.8193852645194297
260,2021-09-22T00:00:00+00:00,709074.986280643,494923.68343153165,-0.7869569583204697
261,2021-09-23T00:00:00+00:00,707717.5416118887,521708.7606115462,-0.7100796775467182
262,2021-09-24T00:00:00+00:00,707922.7456306363,521312.43225795426,-0.6688625861074404
263,2021-09-25T00:00:00+00:00,706407.4396417735,526230.1276371484,-0.6252937148244886
